34.7,5080,0.003730607,1
34.7,5080,0.003799178,2
34.7,5080,0.003868371,3
34.7,5080,0.00393818,4
34.7,5080,0.0040086,5
34.7,5080,0.004079627,6
34.7,5080,0.004151256,7
34.7,5080,0.004223481,8
34.7,5080,0.004296298,9
34.7,5080,0.0043697,10
34.7,5080,0.004443683,11
34.7,5080,0.00451824,12
34.7,5080,0.004593367,13
34.7,5080,0.004669058,14
34.7,5080,0.004745306,15
34.7,5080,0.004822105,16
34.7,5080,0.004899451,17
34.7,5080,0.004977337,18
34.7,5080,0.005055756,19
34.7,5080,0.005134702,20
34.7,5080,0.00521417,21
34.7,5080,0.005294153,22
34.7,5080,0.005374643,23
34.7,5080,0.005455636,24
34.7,5080,0.005537124,25
34.7,5080,0.005619101,26
34.7,5080,0.00570156,27
34.7,5080,0.005784494,28
34.7,5080,0.005867897,29
34.7,5080,0.005951761,30
34.7,5080,0.00603608,31
34.7,5080,0.006120847,32
34.7,5080,0.006206055,33
34.7,5080,0.006291697,34
34.7,5080,0.006377766,35
34.7,5080,0.006464255,36
34.7,5080,0.006551156,37
34.7,5080,0.006638463,38
34.7,5080,0.006726169,39
34.7,5080,0.006814265,40
34.7,5080,0.006902745,41
34.7,5080,0.006991602,42
34.7,5080,0.007080828,43
34.7,5080,0.007170417,44
34.7,5080,0.007260359,45
34.7,5080,0.00735065,46
34.7,5080,0.00744128,47
34.7,5080,0.007532243,48
34.7,5080,0.007623531,49
34.7,5080,0.007715137,50
34.7,5080,0.007807053,51
34.7,5080,0.007899273,52
34.7,5080,0.007991788,53
34.7,5080,0.008084591,54
34.7,5080,0.008177675,55
34.7,5080,0.008271032,56
34.7,5080,0.008364656,57
34.7,5080,0.008458538,58
34.7,5080,0.008552671,59
34.7,5080,0.008647048,60
34.7,5080,0.008741662,61
34.7,5080,0.008836504,62
34.7,5080,0.008931569,63
34.7,5080,0.009026847,64
34.7,5080,0.009122333,65
34.7,5080,0.009218019,66
34.7,5080,0.009313897,67
34.7,5080,0.00940996,68
34.7,5080,0.009506201,69
34.7,5080,0.009602613,70
34.7,5080,0.009699188,71
34.7,5080,0.00979592,72
34.7,5080,0.009892801,73
34.7,5080,0.009989824,74
34.7,5080,0.010086981,75
34.7,5080,0.010184267,76
34.7,5080,0.010281674,77
34.7,5080,0.010379194,78
34.7,5080,0.010476821,79
34.7,5080,0.010574549,80
34.7,5080,0.010672369,81
34.7,5080,0.010770275,82
34.7,5080,0.010868261,83
34.7,5080,0.010966319,84
34.7,5080,0.011064443,85
34.7,5080,0.011162626,86
34.7,5080,0.011260861,87
34.7,5080,0.011359142,88
34.7,5080,0.011457462,89
34.7,5080,0.011555815,90
34.7,5080,0.011654194,91
34.7,5080,0.011752592,92
34.7,5080,0.011851003,93
34.7,5080,0.011949421,94
34.7,5080,0.01204784,95
34.7,5080,0.012146252,96
34.7,5080,0.012244653,97
34.7,5080,0.012343035,98
34.7,5080,0.012441392,99
34.7,5080,0.012539719,100
34.7,5080,0.012638009,101
34.7,5080,0.012736257,102
34.7,5080,0.012834456,103
34.7,5080,0.0129326,104
34.7,5080,0.013030684,105
34.7,5080,0.013128702,106
34.7,5080,0.013226647,107
34.7,5080,0.013324515,108
34.7,5080,0.0134223,109
34.7,5080,0.013519996,110
34.7,5080,0.013617598,111
34.7,5080,0.013715099,112
34.7,5080,0.013812495,113
34.7,5080,0.01390978,114
34.7,5080,0.014006949,115
34.7,5080,0.014103997,116
34.7,5080,0.014200918,117
34.7,5080,0.014297708,118
34.7,5080,0.01439436,119
34.7,5080,0.01449087,120
34.7,5080,0.014587234,121
34.7,5080,0.014683445,122
34.7,5080,0.0147795,123
34.7,5080,0.014875392,124
34.7,5080,0.014971119,125
34.7,5080,0.015066674,126
34.7,5080,0.015162053,127
34.7,5080,0.015257252,128
34.7,5080,0.015352265,129
34.7,5080,0.015447089,130
34.7,5080,0.015541719,131
34.7,5080,0.01563615,132
34.7,5080,0.015730379,133
34.7,5080,0.0158244,134
34.7,5080,0.01591821,135
34.7,5080,0.016011804,136
34.7,5080,0.016105179,137
34.7,5080,0.01619833,138
34.7,5080,0.016291253,139
34.7,5080,0.016383945,140
34.7,5080,0.0164764,141
34.7,5080,0.016568616,142
34.7,5080,0.016660589,143
34.7,5080,0.016752315,144
34.7,5080,0.01684379,145
34.7,5080,0.016935011,146
34.7,5080,0.017025973,147
34.7,5080,0.017116674,148
34.7,5080,0.01720711,149
34.7,5080,0.017297278,150
34.7,5080,0.017387174,151
34.7,5080,0.017476794,152
34.7,5080,0.017566136,153
34.7,5080,0.017655197,154
34.7,5080,0.017743973,155
34.7,5080,0.017832461,156
34.7,5080,0.017920657,157
34.7,5080,0.01800856,158
34.7,5080,0.018096166,159
34.7,5080,0.018183472,160
34.7,5080,0.018270476,161
34.7,5080,0.018357173,162
34.7,5080,0.018443563,163
34.7,5080,0.018529642,164
34.7,5080,0.018615407,165
34.7,5080,0.018700855,166
34.7,5080,0.018785985,167
34.7,5080,0.018870794,168
34.7,5080,0.018955278,169
34.7,5080,0.019039437,170
34.7,5080,0.019123267,171
34.7,5080,0.019206766,172
34.7,5080,0.019289932,173
34.7,5080,0.019372762,174
34.7,5080,0.019455255,175
34.7,5080,0.019537408,176
34.7,5080,0.01961922,177
34.7,5080,0.019700687,178
34.7,5080,0.019781809,179
34.7,5080,0.019862583,180
34.7,5080,0.019943007,181
34.7,5080,0.02002308,182
34.7,5080,0.0201028,183
34.7,5080,0.020182164,184
34.7,5080,0.020261171,185
34.7,5080,0.02033982,186
34.7,5080,0.020418108,187
34.7,5080,0.020496035,188
34.7,5080,0.020573598,189
34.7,5080,0.020650796,190
34.7,5080,0.020727628,191
34.7,5080,0.020804092,192
34.7,5080,0.020880187,193
34.7,5080,0.020955912,194
34.7,5080,0.021031264,195
34.7,5080,0.021106243,196
34.7,5080,0.021180848,197
34.7,5080,0.021255077,198
34.7,5080,0.021328929,199
34.7,5080,0.021402403,200
34.7,5080,0.021475498,201
34.7,5080,0.021548213,202
34.7,5080,0.021620547,203
